File,Line_number,SRC
tika-parsers/src/main/java/org/apache/tika/parser/html/HtmlParser.java,81,MediaType type = new MediaType(MediaType.TEXT_HTML, charset);
tika-parsers/src/main/java/org/apache/tika/parser/html/HtmlParser.java,82,metadata.set(Metadata.CONTENT_TYPE, type.toString());
tika-parsers/src/main/java/org/apache/tika/parser/html/HtmlParser.java,156,return DefaultHtmlMapper.INSTANCE.mapSafeAttribute(elementName,attributeName) ;
tika-parsers/src/main/java/org/apache/tika/parser/html/HtmlHandler.java,163,metadata.set(Metadata.CONTENT_TYPE, type.toString());
tika-parsers/src/main/java/org/apache/tika/parser/html/HtmlHandler.java,165,metadata.set(Metadata.CONTENT_TYPE, value);
tika-parsers/src/main/java/org/apache/tika/parser/mp3/Mp3Parser.java,83,metadata.set(XMPDM.DURATION, audioAndTags.duration);
tika-parsers/src/main/java/org/apache/tika/parser/microsoft/WordExtractor.java,406,String url = text.substring(
tika-parsers/src/main/java/org/apache/tika/parser/microsoft/WordExtractor.java,407,text.indexOf('"') + 1,
tika-parsers/src/main/java/org/apache/tika/parser/microsoft/WordExtractor.java,409,);
tika-parsers/src/main/java/org/apache/tika/parser/iwork/IWorkPackageParser.java,219,zip.close();
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,90,return "covered-table-cell".equals(localName);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,92,return false;
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,130,Attributes atts) throws SAXException {
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,151,final String el = headingStack.push(getXHTMLHeaderTagName(atts));
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,154,super.startElement(
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,155,namespaceURI, localName, qName, atts);
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,246,MAPPINGS.put(
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,247,new QName(TEXT_NS, "list"),
tika-parsers/src/main/java/org/apache/tika/parser/odf/OpenDocumentContentParser.java,248,new TargetElement(XHTML, "ul"));
tika-core/src/main/java/org/apache/tika/detect/XmlRootExtractor.java,53,factory.setFeature(XMLConstants.FEATURE_SECURE_PROCESSING, true);
tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDFParserConfig.java,67,init(this.getClass().getResourceAsStream("PDFParser.properties"));
tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDFParserConfig.java,218,private boolean getProp(String p, boolean defaultMissing){
tika-parsers/src/main/java/org/apache/tika/parser/internal/Activator.java,43,new Properties());
tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDFParser.java,135,try {
tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDFParser.java,136,pdfDocument.decrypt(password);
tika-app/src/main/java/org/apache/tika/cli/TikaCLI.java,647,return new OutputStreamWriter(output, "UTF-8");
tika-app/src/main/java/org/apache/tika/gui/TikaGUI.java,415,IOUtils.copy(stream, writer, "UTF-8");
tika-core/src/main/java/org/apache/tika/config/ServiceLoader.java,314,new BufferedReader(new InputStreamReader(stream, "UTF-8"));
tika-core/src/main/java/org/apache/tika/detect/NameDetector.java,122,name = URLDecoder.decode(name, "UTF-8");
tika-core/src/main/java/org/apache/tika/fork/ForkClient.java,266,jar.write(manifest.getBytes("UTF-8"));
tika-core/src/main/java/org/apache/tika/language/LanguageIdentifier.java,47,private static final String PROFILE_ENCODING = "UTF-8";
tika-core/src/main/java/org/apache/tika/language/LanguageIdentifier.java,79,new BufferedReader(new InputStreamReader(stream, PROFILE_ENCODING));
tika-core/src/main/java/org/apache/tika/language/LanguageProfilerBuilder.java,36,import org.apache.tika.exception.TikaException;
tika-core/src/main/java/org/apache/tika/language/LanguageProfilerBuilder.java,344,BufferedReader reader = new BufferedReader(new InputStreamReader(is, "UTF-8"));
tika-core/src/main/java/org/apache/tika/language/LanguageProfilerBuilder.java,435,os.write(line.getBytes("UTF-8"));
tika-parsers/src/main/java/org/apache/tika/parser/chm/core/ChmConstants.java,24,public static final String DEFAULT_CHARSET = "UTF-8";
tika-parsers/src/main/java/org/apache/tika/parser/epub/EpubParser.java,96,String type = IOUtils.toString(zip, "UTF-8");
tika-parsers/src/main/java/org/apache/tika/parser/image/xmp/JempboxExtractor.java,25,import java.util.Iterator;
tika-parsers/src/main/java/org/apache/tika/parser/image/xmp/JempboxExtractor.java,42,private static final String DEFAULT_XMP_CHARSET = "UTF-8";
tika-parsers/src/main/java/org/apache/tika/parser/pkg/ZipContainerDetector.java,183,return MediaType.parse(IOUtils.toString(stream, "UTF-8"));
tika-server/src/main/java/org/apache/tika/server/CSVMessageBodyWriter.java,20,import org.apache.tika.metadata.Metadata;
tika-server/src/main/java/org/apache/tika/server/CSVMessageBodyWriter.java,56,CSVWriter writer = new CSVWriter(new OutputStreamWriter(entityStream, "UTF-8"));
tika-server/src/main/java/org/apache/tika/server/JSONMessageBodyWriter.java,21,import org.apache.tika.metadata.Metadata;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,189,Writer writer = new OutputStreamWriter(outputStream, "UTF-8");
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,274,Writer writer = new OutputStreamWriter(outputStream, "UTF-8");
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,282,handler.getTransformer().setOutputProperty(OutputKeys.ENCODING, "UTF-8");
tika-server/src/main/java/org/apache/tika/server/UnpackerResource.java,28,import javax.ws.rs.PUT;
tika-server/src/main/java/org/apache/tika/server/UnpackerResource.java,29,import javax.ws.rs.Path;
tika-server/src/main/java/org/apache/tika/server/UnpackerResource.java,30,import javax.ws.rs.Produces;
tika-server/src/main/java/org/apache/tika/server/UnpackerResource.java,31,import javax.ws.rs.WebApplicationException;
tika-server/src/main/java/org/apache/tika/server/UnpackerResource.java,32,import javax.ws.rs.core.Context;
tika-server/src/main/java/org/apache/tika/server/UnpackerResource.java,33,import javax.ws.rs.core.HttpHeaders;
tika-server/src/main/java/org/apache/tika/server/UnpackerResource.java,34,import javax.ws.rs.core.Response;
tika-server/src/main/java/org/apache/tika/server/UnpackerResource.java,35,import javax.ws.rs.core.UriInfo;
tika-server/src/main/java/org/apache/tika/server/UnpackerResource.java,114,ch = new BodyContentHandler(new RichTextContentHandler(new OutputStreamWriter(text, "UTF-8")));
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,60,private ParseContext context;
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,62,private TikaConfig tikaConfig = null;
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,68,this.context = context;
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,73,public void body(BodyDescriptor body, InputStream is) throws MimeException,
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,74,IOException {
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,39,import org.apache.tika.exception.TikaException;
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,45,import org.apache.tika.sax.BodyContentHandler;
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,46,import org.apache.tika.sax.EmbeddedContentHandler;
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,101,BodyContentHandler bch = new BodyContentHandler(handler);
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,106,throw new MimeException(e);
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,78,Parser parser = context.get(AutoDetectParser.class);
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,79,if (parser == null) {
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,80,parser = context.get(Parser.class);
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,82,if (parser == null) {
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,83,if (tikaConfig == null) {
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,84,tikaConfig = context.get(TikaConfig.class);
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,85,if (tikaConfig == null) {
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,86,tikaConfig = TikaConfig.getDefaultConfig();
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,89,parser = tikaConfig.getParser();
tika-parsers/src/main/java/org/apache/tika/parser/mail/MailContentHandler.java,102,parser.parse(is, new EmbeddedContentHandler(bch), submd, context);
tika-parsers/src/main/java/org/apache/tika/parser/feed/FeedParser.java,99,xhtml.characters(content.getValue());
tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,328,NodeList mimes = node.getElementsByTagName("mime");
tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,329,if (mimes.getLength() > 0) {
tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,330,Set<MediaType> types = new HashSet<MediaType>();
tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,331,for (int j = 0; j < mimes.getLength(); j++) {
tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,332,String mime = getText(mimes.item(j));
tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,333,MediaType type = MediaType.parse(mime);
tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,334,if (type != null) {
tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,335,types.add(type);
tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,337,throw new TikaException(
tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,341,parser = ParserDecorator.withTypes(parser, types);
tika-parsers/src/main/java/org/apache/tika/parser/mp3/ID3v2Frame.java,416,size = Math.min(size, frameData.length-copyFrom);
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,20,import java.io.IOException;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,21,import java.io.InputStream;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,22,import java.io.OutputStream;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,23,import java.io.OutputStreamWriter;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,24,import java.io.Writer;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,25,import java.util.Map;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,26,import java.util.Set;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,28,import javax.mail.internet.ContentDisposition;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,29,import javax.mail.internet.ParseException;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,30,import javax.ws.rs.Consumes;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,31,import javax.ws.rs.GET;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,32,import javax.ws.rs.PUT;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,33,import javax.ws.rs.Path;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,34,import javax.ws.rs.Produces;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,35,import javax.ws.rs.WebApplicationException;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,36,import javax.ws.rs.core.Context;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,37,import javax.ws.rs.core.HttpHeaders;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,38,import javax.ws.rs.core.MultivaluedMap;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,39,import javax.ws.rs.core.Response;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,40,import javax.ws.rs.core.StreamingOutput;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,41,import javax.ws.rs.core.UriInfo;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,42,import javax.xml.transform.OutputKeys;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,43,import javax.xml.transform.TransformerConfigurationException;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,44,import javax.xml.transform.sax.SAXTransformerFactory;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,45,import javax.xml.transform.sax.TransformerHandler;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,46,import javax.xml.transform.stream.StreamResult;
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,196,parser.parse(tis, body, metadata);
tika-server/src/main/java/org/apache/tika/server/TikaResource.java,293,parser.parse(tis, content, metadata);
tika-parsers/src/main/java/org/apache/tika/parser/html/HtmlHandler.java,19,import java.net.MalformedURLException;
tika-parsers/src/main/java/org/apache/tika/parser/html/HtmlHandler.java,20,import java.net.URL;
tika-parsers/src/main/java/org/apache/tika/parser/html/HtmlHandler.java,21,import java.util.Arrays;
tika-parsers/src/main/java/org/apache/tika/parser/html/HtmlHandler.java,22,import java.util.HashSet;
tika-parsers/src/main/java/org/apache/tika/parser/html/HtmlHandler.java,23,import java.util.Locale;
tika-parsers/src/main/java/org/apache/tika/parser/html/HtmlHandler.java,24,import java.util.Set;
tika-parsers/src/main/java/org/apache/tika/parser/html/HtmlHandler.java,25,import java.util.regex.Matcher;
tika-parsers/src/main/java/org/apache/tika/parser/html/HtmlHandler.java,26,import java.util.regex.Pattern;
tika-parsers/src/main/java/org/apache/tika/parser/html/HtmlHandler.java,168,metadata.set(name, value);
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,17,package org.apache.tika.sax;
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,19,import java.io.OutputStream;
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,20,import java.io.UnsupportedEncodingException;
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,21,import java.util.Arrays;
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,22,import java.util.HashSet;
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,23,import java.util.Set;
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,25,import org.xml.sax.SAXException;
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,34,public class ToHTMLContentHandler extends ToXMLContentHandler {
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,36,private static final Set<String> EMPTY_ELEMENTS =
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,37,new HashSet<String>(Arrays.asList(
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,42,throws UnsupportedEncodingException {
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,43,super(stream, encoding);
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,46,public ToHTMLContentHandler() {
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,47,super();
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,51,public void startDocument() throws SAXException {
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,56,throws SAXException {
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,57,if (inStartElement) {
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,58,write('>');
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,59,inStartElement = false;
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,61,if (EMPTY_ELEMENTS.contains(localName)) {
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,62,namespaces.clear();
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,63,return;
tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java,67,super.endElement(uri, localName, qName);
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,17,package org.apache.tika.sax;
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,19,import java.io.IOException;
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,20,import java.io.OutputStream;
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,21,import java.io.OutputStreamWriter;
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,22,import java.io.StringWriter;
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,23,import java.io.UnsupportedEncodingException;
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,24,import java.io.Writer;
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,26,import org.xml.sax.SAXException;
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,27,import org.xml.sax.helpers.DefaultHandler;
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,36,public class ToTextContentHandler extends DefaultHandler {
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,41,private final Writer writer;
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,49,public ToTextContentHandler(Writer writer) {
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,50,this.writer = writer;
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,59,public ToTextContentHandler(OutputStream stream) {
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,72,throws UnsupportedEncodingException {
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,73,this(new OutputStreamWriter(stream, encoding));
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,81,public ToTextContentHandler() {
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,82,this(new StringWriter());
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,90,throws SAXException {
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,91,try {
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,92,writer.write(ch, start, length);
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,94,throw new SAXException(
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,107,throws SAXException {
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,108,characters(ch, start, length);
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,119,public void endDocument() throws SAXException {
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,120,try {
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,121,writer.flush();
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,123,throw new SAXException("Error flushing character output", e);
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,135,public String toString() {
tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java,136,return writer.toString();
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,17,package org.apache.tika.sax;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,19,import java.io.OutputStream;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,20,import java.io.UnsupportedEncodingException;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,21,import java.util.Collections;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,22,import java.util.HashMap;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,23,import java.util.Map;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,25,import org.xml.sax.Attributes;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,26,import org.xml.sax.SAXException;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,36,public class ToXMLContentHandler extends ToTextContentHandler {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,38,private static class ElementInfo {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,40,private final ElementInfo parent;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,42,private final Map<String, String> namespaces;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,44,public ElementInfo(ElementInfo parent, Map<String, String> namespaces) {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,45,this.parent = parent;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,46,if (namespaces.isEmpty()) {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,47,this.namespaces = Collections.emptyMap();
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,49,this.namespaces = new HashMap<String, String>(namespaces);
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,53,public String getPrefix(String uri) throws SAXException {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,54,String prefix = namespaces.get(uri);
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,55,if (prefix != null) {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,56,return prefix;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,58,return parent.getPrefix(uri);
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,60,return "";
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,62,throw new SAXException("Namespace " + uri + " not declared");
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,67,throws SAXException {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,68,String prefix = getPrefix(uri);
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,69,if (prefix.length() > 0) {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,70,return prefix + ":" + localName;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,72,return localName;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,78,private final String encoding;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,80,protected boolean inStartElement = false;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,82,protected final Map<String, String> namespaces =
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,83,new HashMap<String, String>();
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,85,private ElementInfo currentElement;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,96,throws UnsupportedEncodingException {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,97,super(stream, encoding);
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,98,this.encoding = encoding;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,101,public ToXMLContentHandler(String encoding) {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,102,super();
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,103,this.encoding = encoding;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,106,public ToXMLContentHandler() {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,107,super();
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,108,this.encoding = null;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,115,public void startDocument() throws SAXException {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,116,if (encoding != null) {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,117,write("<?xml version=\"1.0\" encoding=\"");
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,118,write(encoding);
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,119,write("\"?>\n");
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,122,currentElement = null;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,123,namespaces.clear();
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,128,throws SAXException {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,129,try {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,130,if (currentElement != null
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,131,&& prefix.equals(currentElement.getPrefix(uri))) {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,132,return;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,136,namespaces.put(uri, prefix);
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,140,public void startElement(
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,142,throws SAXException {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,143,lazyCloseStartElement();
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,145,currentElement = new ElementInfo(currentElement, namespaces);
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,147,write('<');
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,148,write(currentElement.getQName(uri, localName));
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,150,for (int i = 0; i < atts.getLength(); i++) {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,151,write(' ');
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,152,write(currentElement.getQName(atts.getURI(i), atts.getLocalName(i)));
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,153,write('=');
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,154,write('"');
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,155,char[] ch = atts.getValue(i).toCharArray();
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,156,writeEscaped(ch, 0, ch.length, true);
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,157,write('"');
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,160,for (Map.Entry<String, String> entry : namespaces.entrySet()) {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,161,write(' ');
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,162,write("xmlns");
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,163,String prefix = entry.getValue();
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,164,if (prefix.length() > 0) {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,165,write(':');
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,166,write(prefix);
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,168,write('=');
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,169,write('"');
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,170,char[] ch = entry.getKey().toCharArray();
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,171,writeEscaped(ch, 0, ch.length, true);
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,172,write('"');
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,174,namespaces.clear();
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,176,inStartElement = true;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,181,throws SAXException {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,182,if (inStartElement) {
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,183,write(" />");
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,184,inStartElement = false;
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,186,write("</");
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,187,write(qName);
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,188,write('>');
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,191,namespaces.clear();
tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,195,currentElement = currentElement.parent;
